의약품코드,제품명,제조사,효능,복용법,주의사항,보관법,
198801117,트레스비정,삼진제약(주),이 약은 육체피로/ 임신ㆍ수유기/ 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시/ 발육기/ 노년기의 비타민 A/ D/ E/ B1/ B2/ B6/ C의 보급과 눈의 건조감의 완화/ 야맹증(밤에 잘 못 보는 증상)/ 뼈/ 이의 발육불량/ 구루병의 예방과 철 결핍성 빈혈의 예방 및 치료와 아연의 보급에 사용합니다.,성인?및 12세이상 어린이는 1회 1정씩/?1일 1회 복용합니다.,이 약에 과민증 환자/ 고칼슘혈증(혈액중에 칼슘이 과잉으로 존재하는 상태)환자/ 유육종증(원인을 알 수 없는 전신 염증질환)/ 신장질환/ 만 12개월 미만의 젖먹이/ 고칼륨혈증/ 윌슨병/ 혈색소증(철대사 이상으로 철이 간장/ 췌장(이자)에 침착하는 질환)/ 헤모시데린침착증/ 비철결핍성 빈혈/ 신장결석/ 심한 증상의 신부전 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 햇빛을 많이 보고 정상적인 식사를 하는 어린이/ 임부 또는 임신하고 있을 가능성이 있는 여성/ 수유부/ 미숙아/ 유아/ 소화성궤양/ 만성궤양성대장염/ 국한성대장염 등의 위장질환/ 심장ㆍ순환기계기능장애/ 신장장애/ 저단백혈증/ 담낭(쓸개)관련 질환/ 간질환/ 담낭폐쇄/ 구리 부족증/ 급성?만성 기관지염/ 폐부종/ 알칼리증/?당뇨병/ 통풍/ 신장결석 경험자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.각종 요검사 시에 혈당의 검출을 방해할 수 있으며/ 요를 황색으로 변하게 하여 임상검사치에 영향을 줄 수 있습니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201405939,트레스오릭스포르테캡슐,신일제약(주),이 약은 식욕부진에 사용합니다.,성인은 1일 2회/ 1회 1캡슐을 아침ㆍ저녁 식전에 8일간 복용하고/ 이후부터는 1일 2회/ 1회 2캡슐을 아침ㆍ저녁 식전에 복용합니다.,녹내장 환자/?이 약에 과민증 환자/?요저류(소변이 고임)의 소인이 있는 환자/?고령자?및 쇠약자/?신생아는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 녹내장질환자나 요폐(소변축적)를 일으킬 수 있는 환자/?과염소성 혈증성 산증/?신부전 환자는?의사 또는 약사와 상의하십시오.운전 및 기계조작 시 주의하십시오.,실온에서 보관하십시오.,
198701352,트레스오릭스훠트정,신일제약(주),이 약은 식욕부진에 사용합니다.,성인은 1일 2회/ 1회 2정을 아침ㆍ저녁 식전에 8일간 복용하고/ 이후부터는 1일 2회/ 1회 4정을 아침ㆍ저녁 식전에 복용합니다.,이 약에 과민증 환자/ 고령자/ 쇠약자/ 신생아/ 녹내장/ 요저류 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?과염소성 혈증성 산증/ 신부전 환자는 의사 또는 약사와 상의하십시오.복용 후 졸음이 나타날 수 있으므로 운전 및 기계조작 시 주의하십시오.,,
200905903,트레스탄츄정,삼진제약(주),이 약은 식욕부진에 사용합니다.,성인은 1일 2회/ 1회 2정을 아침ㆍ저녁 식전에 8일간 씹어서 복용하고/ 이후부터는 1일 2회/ 1회 4정을 아침ㆍ저녁 식전에 씹어서 복용합니다.,이 약에 과민증 환자/ 고령자 및 쇠약자/ 신생아/ 녹내장/?요저류(소변이 고임)/?갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 녹내장/ 과염소성 혈증성 산증/ 신부전 환자/?요폐(소변축적)를 일으킬 수 있는 환자는 의사 또는 약사와 상의하십시오.복용?후?졸음이?나타날?수?있으므로?운전?및?기계조작?시?주의하십시오.,빛을 피해 실온에서 보관하십시오.,
197400262,트레스탄캡슐,삼진제약(주),이 약은 식욕부진에 사용합니다.,성인은 1일 2회/ 1회 1캡슐을 아침ㆍ저녁 식전에 8일간 복용하고/ 이후부터는 1일 2회/ 1회 2캡슐을 아침ㆍ저녁 식전에 복용합니다.,녹내장 환자/?이 약에 과민증 환자/?요저류(소변이 고임)의 소인이 있는 환자/?고령자?및 쇠약자/?신생아는?이 약을 복용하지 마십시오.이 약을 복용하기 전에?녹내장질환자나 요폐(소변축적)를 일으킬 수 있는 환자/?과염소성 혈증성 산증/?신부전 환자는?의사 또는 약사와 상의하십시오.운전 및 기계조작 시 주의하십시오.,빛을 피해 보관하십시오.,
201405367,트레신겔(티로트리신),알리코제약(주),이 약은 티로트리신 감수성 균에 감염된 외상(예/ 찰과상)/ 곪은 피부감염의 개선에 사용합니다.,감염된 부위에 1일 2~3회 적당량을 바릅니다.가벼운 상처나 점막 부위의 감염에는 드레싱이 필요하지 않으나 심한 삼출성 상처에는 드레싱이 권장되며 이 약을 1~2회 사용시마다 드레싱을 교체하는 것이 권장됩니다.,이 약에 과민증 환자/?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/?코점막 부위에는 이 약을 사용하지 마십시오.눈 주위에 사용할 경우 약이 눈에 직접 닿지 않도록 주의하십시오.일주일 이상 사용하여도 증상의 개선이 없는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201900930,트레코정,(주)바스칸바이오제약,이 약은 감기의 여러 증상(콧물/ 코막힘/ 재채기/ 인후통/ 오한/ 발열/ 두통/ 관절통/ 근육통)의 완화에 사용합니다.,성인은 1회 1~2정씩 4∼6시간마다 복용합니다.1일 최대 8정을 초과하여 복용하지 마십시오.,이 약에 과민증 및 경험자/ 다른 해열진통제/ 감기약 복용 시 천식 경험자/ 만 3개월 미만의 영아/ MAO억제제(항우울제/ 항정신병제/ 감정조절제/ 항파킨슨제 등)를 복용하고 있거나 복용을 중단한 후 2주 이내의 사람/ 소화성궤양/ 심한 혈액이상/ 심한 간장애/ 심한 신장장애/ 심한 심장기능저하 환자/ 알코올을 복용한 사람은?이 약을 복용하지 마십시오이 약을 복용하기 전에 수두 또는 인플루엔자에 감염되어 있거나 또는 의심되는 영아?및 만 15세 미만의 어린이/ 만 3개월 이상 및?만 1세 미만의 영아/ 유아/ 알레르기 등을 일으키기 쉬운 체질/?알레르기 증상(예: 발열/ 발진/ 관절통/ 천식/ 가려움증 등)경험자/ 간장질환/ 신장(콩팥)질환/ 심장질환/ 갑상선질환/ 당뇨병/ 고혈압/ 위십이지장궤양/ 녹내장(예: 눈의 통증/ 눈이 침침함 등)/ 배뇨(소변을 눔)곤란 등이 있는 사람/ 고령자/ 몸이 약한 사람 또는 고열이 있는 사람/ 속쓰림/ 위부불쾌감/ 위통과 같은 위장문제가 지속 혹은 재발되거나 궤양/ 출혈문제를 가지고 있는 사람/ 임부 또는 임신하고 있을 가능성이 있는 여성/ 수유부/ 흡연/ 천식/ 만성 기관지염/ 폐기종/ 과도한 가래가 동반되는 기침/ 1주 이상 지속 또는 재발되는 기침/ 만성 기침/ 발열ㆍ발진이나 지속적인 두통이 동반되는 기침이 있는 사람은 의사 또는 약사와 상의하십시오.복용 후 졸음이 나타날 수 있으므로 운전 및 기계조작 시 주의하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201802106,트루맥스액(시트룰린말산염),(주)아이월드제약,이 약은 기능 무력증의 보조치료에 사용합니다.,성인은 1회 1 g씩 1일 3회/ 6세 이상 소아는 1회 1 g씩 1일 2회 복용합니다.4주 이상 복용하지 않습니다.,6세 미만의 유아/ 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 이 약을 복용하지 마십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200607734,트루비타정,(주)유한양행,이 약은 육체피로/ 임신ㆍ수유기/ 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시/ 발육기/ 노년기의 비타민 A/ D/ E/ B1/ B2/ B6/ C의 보급과 눈의 건조감의 완화/ 야맹증(밤에 잘 못 보는 증상)/ 뼈/ 이의 발육불량/ 구루병의 예방과 철 결핍성 빈혈의 예방 및 치료와 아연의 보급에 사용합니다.,만 12세 이상 및 성인은 1회 1정씩/ 1일 1회 복용합니다.,이 약에?과민증 환자/ 고칼슘혈증(혈액중에 칼슘이 과잉으로 존재하는 상태)환자/ 유육종증(원인을 알 수 없는 전신 염증질환)/ 신장(콩팥)질환/ 만 12개월 미만의 젖먹이/ 고칼륨혈증/ 윌슨병/ 혈색소증(철대사 이상으로 철이 간장/ 췌장(이자)에 침착하는 질환)/ 헤모시데린침착증/ 비철결핍성 빈혈/ 신장결석/ 심한 증상의 신부전 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 고옥살산뇨증(요중에 과량의 수산염이 배설되는 상태)/ 임부 또는 임신하고 있을 가능성이 있는 여성/ 수유부/ 미숙아/ 유아/ 소화성궤양/ 만성궤양성대장염/ 국한성대장염 등의 위장질환/ 심장ㆍ순환기계기능장애/ 신장장애/ 저단백혈증/ 쓸개관련질환/ 간질환/ 담낭폐쇄/ 구리 부족증/ 알칼리증/ 통풍/ 신장결석 경험자/ 폴산이 부족한 환자/ 혈전(혈관 막힘)성 소인이 있는 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.각종 요검사 시에 혈당의 검출을 방해할 수 있으며/ 요를 황색으로 변하게 하여 임상검사치에 영향을 줄 수 있습니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200101633,트리겔정,대원제약(주),이 약은 위산과다/ 속쓰림/ 위부불쾌감/ 위부팽만감/ 체함/ 구역/ 구토/ 위통/ 신트림에 사용합니다.,성인은 1회 1정 1일 3회 신속하게 삼켜 복용합니다.,이 약에 과민증 환자/ 투석요법을 받고 있는 사람/ 고마그네슘혈증/ 고인산혈증/ 변비/ 장협착증/ 급성충수염/?임신초기 3개월 이내의 여성/?만 7세 미만의 소아는 이 약을?복용하지 마십시오.이 약을 복용하기 전에?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/?고마그네슘혈증 및 마그네슘결핍 경험자/ 신장애 및 신질환 경험자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
199901559,트리겔현탁액,대원제약(주),이 약은 급성ㆍ만성통증/ 위염/ 십이지궤양/ 식도염/ 방사선요법시 소화장애에 의한 위통에 사용합니다.,성인은 1일 4회 1회 1/2~1포(1포: 10 mL)씩 신속하게 삼켜 복용합니다.,이 약에 과민증 환자/ 투석 요법을 받고 있는 환자/ 임신초기 3개월 임부/ 어린이는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 고마그네슘혈증 또는 결핍 경험자/ 신장병 경험자/ 대장협착/ 급성맹장염/ 신부전 환자/ 만 3개월 미만의 영아는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.구내마비감 등을 남기지 않기 위해 신속하게 삼키십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
198800902,트리마정200밀리그램(트리메부틴말레산염),진양제약(주),이 약은 식도역류 및 열공헤르니아/ 위 십이지장염/ 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통/ 소화불량/구역/ 구토)과 과민성대장증후군 및 경련성 결장과 소아 질환(습관성 구토/ 변비/ 설사 등 비 감염성 장관 통과 장애)에 사용합니다.,성인은 1회 0.5~1정(100~200 mg) 1일 3회 식전에 복용합니다.연령/ 증상에 따라 적절히 증감합니다.,이 약을 복용하기 전에 황색4호에 과민증 환자 또는 경험자/?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.,
201404706,트리멘정(트리메부틴말레산염),(주)이든파마,이 약은 식도역류 및 열공헤르니아/ 위 십이지장염/ 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통/ 소화불량/구역/ 구토)/ 과민성대장증후군 및 경련성 결장/ 소아 질환(습관성 구토/ 비감염성 장관통과장애 (변비/ 설사))에 사용합니다.,성인은 1회 100~200 mg 1일 3회 식전에 복용합니다.연령/ 증상에 따라 적절히 증감합니다.,갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는?의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.,
199801625,트리부틴정200밀리그램(트리메부틴말레산염),(주)뉴젠팜,이 약은 식도역류 및 열공헤르니아/ 위 십이지장염/ 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통/ 소화불량/구역/ 구토)과 과민성대장증후군 및 경련성 결장과 소아 질환(습관성 구토/ 변비/ 설사 등 비 감염성 장관 통과 장애)에 사용합니다.,성인은 1회 0.5~1정(100~200 mg) 1일 3회 식전에 복용합니다.연령/ 증상에 따라 적절히 증감합니다.,이 약을 복용하기 전에 황색4호에 과민증 환자 또는 경험자/?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.,
201707306,트리스펜8시간이알서방정(아세트아미노펜),동화약품(주),이 약은 해열 및 감기에 의한 동통(통증)과 두통/ 치통/ 근육통/ 허리동통(통증)/ 생리통/ 관절통의 완화에 사용합니다.,12세 이상의 소아 및 성인은 매 8시간마다 2정씩 복용합니다.24시간 동안 6정을 초과하지 마십시오.,이 약에 과민증 환자/ 소화성궤양/ 심한 혈액이상/ 심한 간장애/ 심한 신장장애/ 심한 심장기능저하/ 아스피린 또는 다른 소염진통제에 의한 천식 경험 환자/ 바르비탈계 약물/ 삼환계 항우울제 복용한 환자/ 알코올을 복용한 사람/ 12세 미만의 소아는?이 약을 복용하지 마십시오.이 약을 복용하기 전에 간장애/ 신장(콩팥)장애/ 소화성궤양/ 혈액이상/ 출혈경향/ 심장기능이상/ 과민증 경험자/ 기관지천식/ 노인/ 임부 또는 수유부는 의사 또는 약사와 상의하십시오.의사 또는 약사의 지시없이 통증에 10일 이상(성인) 또는 5일 이상(소아) 복용하지 않고 발열에 3일 이상 복용하지 않습니다.이 약은 서방형 제제이므로 정제를 으깨거나 씹거나 녹이지 말고 그대로 삼켜서 복용합니다.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201110120,트리스펜연질캡슐(이부프로펜),동화약품(주),이 약은 감기로 인한 발열 및 동통(통증)/ 요통/ 생리통/ 류마티양 관절염/ 연소성(어리거나 젊은나이에 나타나는) 류마티양 관절염/ 골관절염(퇴행성 관절질환)/ 수술후 동통(통증)과 두통/ 편두통/ 치통/ 근육통/ 신경통/ 강직성 척추염/ 급성통풍/ 건선(마른비닐증)성 관절염/ 연조직손상(염좌(삠)/ 좌상(타박상))/ 비관절 류마티스질환(건염(힘줄염)/ 건초염(힘줄윤활막염)/ 활액(윤활)낭염)에 사용합니다.,성인은 류마티양 관절염/ 골관절염/ 강직성 척추염/ 연조직손상/ 비관절 류마티스질환/ 급성통풍/ 건선성 관절염에는 1회 1~3캡슐(200~600 mg) 1일 3~4회 1일 최고 16캡슐(3/200 mg)까지 복용할 수 있으며/ 연소성(어리거나 젊은나이에 나타나는) 류마티양 관절염에는 1일 체중 kg당 30~40 mg을 3~4회 분할 복용/ 경증 및 중등도의 동통이나 감기에는 성인 1회 1~2캡슐(200~400 mg) 1일 3~4회/ 편두통에는 1회 1~2 캡슐(200~400 mg)복용합니다.만 12세 이상 청소년은 1회 1~2캡슐(200~400 mg)을 1일 3~4회 복용합니다.체중이 30 kg 미만인 경우 1일량이 500 mg을 초과해서는 안되며 공복시 복용은?피하는 것이 바람직합니다.,이 약에 과민증 환자/ 위장관궤양/ 위장관출혈/ 심한 혈액이상/ 심한 간장애/ 심한 신장장애/ 심한 심장기능부전/ 심한 고혈압/ 기관지천식/ 아스피린 또는 다른 소염진통제에 의한 천식/ 두드러기/ 알레르기 반응 경험 환자/ 심장동맥 우회로술 전후 통증발생 환자/ 임신 말기 3개월 기간의 임부/ 수유부/ 항암요법으로 고용량 메토트렉세이트를 투여 중인 환자는 이 약을 복용하지 마십시오.권장용량을 초과하여 복용하지 마십시오.이 약을 복용하기 전에 혈액이상/ 출혈경향 환자/ 간경화/ 간장애/ 신장장애/ 심장기능부전/ 심질환/ 고혈압/ 전신홍반루푸스/ 혼합결합조직질환/ 궤양성대장염/ 크론병/ 노인/ 만 2세 미만의 소아/ 임부/ 수유부/ 저용량?아스피린을 복용하는 사람은?의사 또는 약사와 상의하십시오.감기에 복용할 경우에는 원칙적으로 5일 이내로 복용하며 의사 또는 약사의 지시 없이 통증에 10일 이상(성인) 또는 5일 이상(소아) 복용하지 않고 발열에 3일 이상 복용하지 않습니다.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200502294,트리앤정(트리메부틴말레산염),(주)바스칸바이오제약,이 약은 식도역류 및 열공헤르니아/ 위 십이지장염/ 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통/ 소화불량/구역/ 구토)/ 과민성대장증후군 및 경련성 결장/ 소아 질환(습관성 구토/ 비감염성 장관통과장애 (변비/ 설사))에 사용합니다.,성인은 1회 1~2정(100-200mg) 1일 3회 식전에 복용합니다.연령/ 증상에 따라 적절히 증감합니다.,갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.,
200204369,트리엠정100밀리그램(트리메부틴말레산염),크리스탈생명과학(주),이 약은 식도역류 및 열공헤르니아/ 위 십이지장염/ 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통/ 소화불량/구역/ 구토)과?과민성대장증후군 및 경련성 결장과?소아 질환(습관성 구토/ 비감염성 장관 통과 장애(변비/ 설사))에 사용합니다.,성인은 1회 1~2정(100~200 mg) 1일 3회 식전에 복용합니다.연령/ 증상에 따라 적절히 증감합니다.,갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 황색4호에 과민증 환자 또는 경험자/ 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.,
201901113,트리원정100밀리그램(트리메부틴말레산염),하나제약(주),이 약은 식도역류 및 열공헤르니아/ 위 십이지장염/ 위ㆍ십이지장궤양에 있어서의 소화기능이상 (복통/ 소화불량/구역/ 구토)과?과민성대장증후군 및 경련성 결장과?소아 질환(습관성 구토/ 비감염성 장관 통과 장애(변비/ 설사))에 사용합니다.,성인은 1회 1~2정(100~200 mg) 1일 3회 식전에 복용합니다.연령/ 증상에 따라 적절히 증감합니다.,갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 황색4호에 과민증 환자 또는 경험자/ 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.,
200102769,트리페린정(수출명: RHIGEST Tab./ Col Col Co Tablet),알파제약(주),이 약은 코감기/ 알레르기 및 혈관운동성 코염에 의한 재채기/ 콧물/ 코막힘/ 눈물의 완화에 사용합니다.,성인은 1회 1정/ 소아(12~14세)는 1회 1/2정을 1일 3회?식후에 복용합니다.,이 약에 과민증 환자/ 심한 증상의 간 및 신기능장애/ 심한 증상의 관상심장질환/ 잔뇨 형성을 수반하는 배뇨(소변을 눔)장애/ 고혈압 및 심장동맥질환/ 임부 또는 임신하고 있을 가능성이 있는 여성/ 수유부/ 2세 이하의 영아/ MAO 억제제를 투여 중인 환자는?이 약을 복용하지 마십시오.이 약을 복용하기 전에 12세 미만의 소아/ 천식/ 녹내장/ 심질환/ 부정맥/ 당뇨병/ 갑상샘기능항진증/ 전립선비대로 인한 배뇨장애 환자는 의사 또는 약사와 상의하십시오.복용 후 졸음이 나타날 수 있으므로 운전 및 기계조작 시 주의하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200301473,트리플에이연고,오스틴제약(주),이 약은 네오마이신 감수성 세균에 의해 2차 감염된 코르티코이드 반응성 피부질환의 초기 치료(피부염/ 감염된 상처)에 사용합니다.,1일 1~2회 적당량을 환부(질환 부위)에 바릅니다.,이 약 또는 스트렙토마이신/?카나마이신/ 겐타마이신/?네오마이신?등 아미노글루코사이드계 항생 물질 또는 바시트라신에?과민증 환자/?피부감염증(피부결핵/ 매독/ 칸디다증/ 백선/ 대상포진/ 단순포진/ 수두/ 종두증/ 옴/ 사면발이)/ 고막 천공이 있는 습진성 외이도염/ 궤양(베체트병 제외)/ 제2도 심재성 이상의 화상 및 동상/ 입주위피부염/ 보통여드름/ 주사 환자/?눈 또는 눈 주위/?유방 부위에 상처가 있는 환자는 이 약을 사용하지 마십시오.이 약을 사용하기 전에?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/?유ㆍ소아는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.장기적으로 사용하지 마십시오.증상이 개선되면 가능한 한 빠른 시일 내에 사용을 중지합니다.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.안과용으로 사용하지 말고/?만일 눈에 들어간 경우에는 즉시 물로 씻어내십시오.화장이나 면도 후 등 치료 이외의 목적으로 사용하지 마십시오.의사의 감독 없이 밀봉붕대법을 사용하지 마십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201900048,트리플펜연질캡슐,(주)알피바이오,이 약은 두통/ 치통/ 발치(이를 뽑음)후 동통(통증)/ 인후(목구멍)통/ 귀의 통증/ 관절통/ 신경통/ 요(허리)통/ 근육통/ 견통(어깨결림)/ 타박통/ 골절통/ 염좌통(삔 통증)/ 월경통(생리통)/ 외상(상처)통의 진통과?오한(춥고 떨리는 증상)/ 발열시의 해열에 사용합니다.,만 15세 이상 및 성인은 1회 1~2캡슐/ 1일 1~3회/ 만 7세 초과~ 만 15세 미만은 1회 1캡슐/ 1일 1~3회 공복시를 피해 복용합니다.1일 3회 복용 시 복용간격은 4시간 이상/ 1일 2회 복용 시 복용간격은 6시간 이상으로 합니다.,이 약에 대한 과민증 환자 및 경험자/ 다른 해열진통제/ 감기약 복용 시 천식 경험자/ 만 3개월 미만의 영아는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 수두 또는 인플루엔자에 감염되어 있거나 또는 의심되는 영아 및 만 15세 미만의 어린이/ 만 3개월 이상 및 만 1세 미만의 영?유아/ 알레르기 등을 일으키기 쉬운 체질/ 알레르기 증상(예 : 발열/ 발진/ 관절통/ 천식/ 가려움증 등) 경험자/ 간장질환/ 신장질환/ 심장질환/ 갑상선질환/ 당뇨병/ 고혈압/ 위십이지장궤양/ 고령자/ 몸이 약한 사람 또는 고열이 있는 사람/ 속쓰림/ 위부불쾌감/ 위통과 같은 위장문제가 지속 혹은 재발되거나 궤양/ 출혈문제를 가지고 있는 사람/ 임부 또는 임신하고 있을 가능성이 있는 여성/ 구토와 설사로 많은 수분을 손실하거나 수분을 흡수하지 않는 사람은?의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201405450,트릴로신정,(주)마더스제약,이 약은 수술 및 외상후/ 유즙울체의 염증성 부종의 완화에 사용합니다.,성인은 첫날 1회 2정/ 1일 4회/ 이후 유지량으로 1회 1정 1일 4회 복용합니다.체내에서의 작용기전은 아직 해명되지 않은 점이 많고 용량/ 효과관계도 밝혀진 것이 아니므로 목적 없이 투여하지 않습니다.,갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?임부 또는 임신하고 있을 가능성이 있는 여성/?혈액응고이상/ 심한 간장애/ 신장애 환자/ 황색4호에 과민증 환자 또는 경험자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200002714,트립라인정,동인당제약(주),이 약은 수술 및 외상후/ 유즙울체의 염증성 부종의 완화에 사용합니다.,성인은 첫날 1회 2정 1일 4회/ 이후 유지량으로 1회 1정 1일 4회 복용합니다.체내에서의 작용기전은 아직 해명되지 않은 점이 많고 용량/ 효과관계도 밝혀진 것이 아니므로 목적 없이 투여하지 않습니다.,이 약을 복용하기 전에 혈액응고이상/ 심한 간장애 또는 신장애 환자/?임부 또는 임신하고 있을 가능성이 있는 여성은 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200103374,트인비액,한림제약(주),이 약은 감기/ 고초열/ 부비강염/ 상기도 알레르기에 의한 비충혈의 일시적 완화에 사용합니다.,성인 및 12세 이상 어린이는 증상에 따라 1일 4시간마다/ 양쪽 비강에 2~3회씩 분무합니다.,이 약에 과민증 환자/ 30개월 이하의 유아는 이 약을 사용하지 마십시오.이 약을 사용하기 전에 임부 또는 임신하고 있을 가능성이 있는 여성/ 소아/ 고혈압/ 심장병/ 당뇨병/ 갑상선기능 항진증/ 녹내장 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.3일간 사용하여도 증상의 개선이 없을 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.이 약은 눈과 귀에는 사용하지 마십시오.변색된 것은 사용하지 마십시오.,습기와 빛을 피해 25℃?이하에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
