"기관ID","주소","비고","간이약도","기관명","대표전화1","진료시간(월요일)C","진료시간(화요일)C","진료시간(수요일)C","진료시간(목요일)C","진료시간(금요일)C","진료시간(토요일)C","진료시간(일요일)C","진료시간(공휴일)C","진료시간(월요일)S","진료시간(화요일)S","진료시간(수요일)S","진료시간(목요일)S","진료시간(금요일)S","진료시간(토요일)S","진료시간(일요일)S","진료시간(공휴일)S","우편번호1","우편번호2","병원경도","병원위도","작업일시"
"C1100334","서울특별시 강남구 도곡로 405","2014.04 개업","강남롯데백화점주차장오른쪽 삼환아르누보2 107호","케이팜약국","02-501-5779","1700","1700","1700","1700","1700","1700","1700","2600","0930","0930","0930","0930","0930","0930","0930","1400","062","07","127.05456302817784","37.49758816761695","2021-08-20 17:21:58.0"
"C1102515","서울특별시 송파구 석촌호수로 78 (잠실동 1층 30호)","2014.04 개업","강남롯데백화점주차장오른쪽 삼환아르누보2 107호","코끼리약국","02-420-2290","2230","2230","2230","2230","2230","2230","2230","2230","0900","0900","0900","0900","0900","0900","1100","1100","055","59","127.08604928","37.5093271892","2021-08-20 17:21:58.0"
"C1108417","서울특별시 금천구 금하로 720 에벤에셀프라자 (시흥동)","2014.04 개업","2층","코끼리약국","02-809-8890","1830","1830","1830","1830","1830","1330","2230","2230","0830","0830","0830","0830","0830","0830","1100","1100","086","44","126.90948405908027","37.45044111687359","2021-08-20 17:21:58.0"
"C1107238","서울특별시 강서구 등촌로 31 2층 (화곡동)","2014.04 개업","2층","코끼리약국","02-2652-0429","1800","1800","1800","1800","1800","1300","2230","2230","0900","0900","0900","0900","0900","0900","1100","1100","077","41","126.8634048034752","37.532853375751245","2021-08-20 17:21:58.0"
"C1103434","서울특별시 강남구 도산대로 110 지하 101호(논현동 KBL센터)","2014.04 개업","신사역1번출구 KBL센터 지하 103호 104호","코끼리약국","02-512-0380","1930","1930","1930","1930","1930","1530","2230","2230","0900","0900","0900","0900","0900","0900","1100","1100","060","38","127.02102113979943","37.516279977020744","2021-08-20 17:21:58.0"
"C1100437","서울특별시 용산구 보광로 30 2층 (보광동)","2014.04 개업","보광상가2층","코끼리약국","02-796-0484","1800","1800","1800","1800","1800","1300","2230","2230","0900","0900","0900","0900","0900","0900","1100","1100","044","15","127.00028623024633","37.527214038295035","2021-08-20 17:21:58.0"
"C1109189","서울특별시 강동구 고덕로 266 고덕역 대명벨리온 1층 110호 (명일동)","2014.04 개업","보광상가2층","코끼리약국","02-442-4872","2000","2000","2000","2000","2000","1700","2230","2230","0900","0900","0900","0900","0900","0900","1100","1100","052","69","127.15511458665","37.5546936843646","2021-08-20 17:21:58.0"
"C1100006","서울특별시 구로구 천왕로 32 천왕에이스프라자 103호 (천왕동)","2014.04 개업","천왕에이스프라자 103호","코끼리약국","02-2066-7525","2100","2100","2100","2100","2100","1900","2230","1900","0900","0900","0900","0900","0900","0900","1100","0900","083","65","126.83978449800001","37.4805798671","2021-08-20 17:21:58.0"
"C1103370","서울특별시 동대문구 이문로 30 1층 (휘경동)","2014.04 개업","천왕에이스프라자 103호","코아약국","02-959-6380","2100","2100","2100","2100","2100","1600","2230","1900","0900","0900","0900","0900","0900","0900","1100","0900","024","45","127.05645445114443","37.590186221418186","2021-08-20 17:21:58.0"
"C1109174","서울특별시 서초구 효령로 406 LG전자대리점 1층 1호 (서초동)","2014.04 개업","천왕에이스프라자 103호","코앞약국","02-523-1440","2000","2000","2000","2000","2000","1400","1700","1400","0830","0830","0830","0830","0830","0830","1400","0930","067","27","127.028130131594","37.4882235213393","2021-08-20 17:21:58.0"
"C1107456","서울특별시 양천구 등촌로 32 목동태영프라자 106호 (목동)","2014.04 개업","천왕에이스프라자 103호","코코약국","02-2649-0998","1800","1800","1800","1800","1800","1400","1700","1400","0800","0800","0800","0800","0800","0800","1400","0930","079","65","126.864165038","37.5328866886","2021-08-20 17:21:58.0"
"C1100440","서울특별시 강남구 논현로28길 48  (도곡동)","대표번호1 지역번호 추가20170118150453","3호선매봉역4번출구-강남수도사업소부근","코코약국","02-573-6152","1900","1900","1900","1900","1900","1600","1700","1400","0900","0900","0900","0900","0900","0900","1400","0930","063","00","127.04571032072417","37.48433053781954","2021-08-20 17:21:58.0"
"C1107900","서울특별시 성동구 무학로 33 151동 306호 (하왕십리동 텐즈힐)","대표번호1 지역번호 추가20170118150453","3호선매봉역4번출구-강남수도사업소부근","코코약국","02-6013-2733","1900","1900","1900","1900","1900","1400","1700","1400","0900","0900","0900","0900","0900","0900","1400","0930","047","02","127.02601147102777","37.567625153539915","2021-08-20 17:21:58.0"
"C1107348","서울특별시 중구 을지로 56","대표번호1 지역번호 추가20170118150453","3호선매봉역4번출구-강남수도사업소부근","코코약국","02-752-3700","2100","2100","2100","2100","2100","2100","2100","1400","0900","0900","0900","0900","0900","0900","1100","0930","045","34","126.98398146464812","37.56591864408651","2021-08-20 17:21:58.0"
"C1104044","서울특별시 강동구 상일로 55 202호 (상일동)","대표번호1 지역번호 추가20170118150453","농협건물 3층","코코약국","02-441-7581","1900","1900","1900","1900","1900","1400","2100","1400","0900","0900","0900","0900","0900","0900","1100","0930","052","75","127.168788219773","37.5533182082692","2021-08-20 17:21:58.0"
"C1107869","서울특별시 강남구 강남대로 406","대표번호1 지역번호 추가20170118150453","강남역 11번 출구","코코온누리약국","02-539-1500","2130","2130","2130","2130","2130","2030","2100","1400","0930","0930","0930","0930","0930","0930","1100","0930","061","34","127.0276251418","37.4989396781","2021-08-20 17:21:58.0"
"C1108351","서울특별시 성북구 길음로 20 길음뉴타운래미안길음3차아파트 상가 3층 315호 (길음동)","대표번호1 지역번호 추가20170118150453","강남역 11번 출구","콩약국","02-913-3020","1830","1830","1830","1830","1830","1300","2100","1400","0900","0900","0900","0900","0900","0900","1100","0930","027","25","127.02303917625781","37.60475388735003","2021-08-20 17:21:58.0"
"C1106988","서울특별시 송파구 강동대로 59-3","대표번호1 지역번호 추가20170118150453","강남역 11번 출구","크게열린약국","02-482-7579","1830","1830","1830","1830","1830","1300","2100","1400","0900","0900","0900","0900","0900","0900","1100","0930","055","37","127.1141400304","37.527366691","2021-08-20 17:21:58.0"
"C1100442","서울특별시 동대문구 망우로 80 1층 (휘경동)","2013.03 폐업 후 개업 / 2013.04.16","강남역 11번 출구","크로바약국","02-2217-7682","1800","1800","1800","1800","1300","1300","1830","1400","0830","0830","0830","0830","0830","0900","0830","0930","024","99","127.06228981216134","37.589797658400585","2021-08-20 17:21:58.0"
"C1103174","서울특별시 강서구 강서로 261 연세내외과의원 2층 3호 (내발산동)","2013.03 폐업 후 개업 / 2013.04.16","우장산역 4번 출구","크리닉약국","02-2695-8414","1830","1830","1830","1830","1830","1600","1830","1400","0930","0930","0930","0930","0930","0930","0830","0930","076","39","126.8359531587","37.5491841775","2021-08-20 17:21:58.0"
"C1103712","서울특별시 송파구 올림픽로 119 잠실파인애플상가 2층 2A02호 (잠실동)","11/25 12/1 12/2 운영X","신천역5번출구오른쪽파인애플상가5층B-10호","크리스마스약국","02-424-1225","1900","1900","1900","1900","1900","1400","1830","1400","0900","0900","0900","0900","0900","0900","0830","0930","055","01","127.08418922570581","37.512106049112056","2021-08-20 17:21:58.0"
"C1103637","서울특별시 강서구 강서로47가길 16","11/25 12/1 12/2 운영X","미즈메디병원뒷편","큰덕약국","02-2664-0717","2000","2000","2000","2000","2000","2000","2030","1400","0830","0830","0830","0830","0830","0830","1000","0930","076","39","126.8354510462319","37.55198989826838","2021-08-20 17:21:58.0"
"C1100297","서울특별시 중랑구 용마산로117길 45 1층 (망우동)","11/25 12/1 12/2 운영X","미즈메디병원뒷편","큰사랑약국","02-433-2902","1900","1900","1900","1900","1900","1800","2030","1800","0900","0900","0900","0900","0900","0900","1000","0900","020","73","127.09792588783122","37.59981412040078","2021-08-20 17:21:58.0"
"C1107001","서울특별시 강동구 상암로 44 1층 (천호동 유정빌딩)","2014.05 개업","미즈메디병원뒷편","큰사랑약국","02-488-6763","2200","2200","2200","2200","2200","2100","2030","1800","0830","0830","0830","0830","0830","0830","1000","0900","053","18","127.1282969284","37.5496464959","2021-08-20 17:21:58.0"
"C1100298","서울특별시 은평구 응암로 166 (응암동)","2014.05 개업","미즈메디병원뒷편","큰사랑약국","02-374-3075","1800","1800","1800","1800","1800","1300","2030","1800","0830","0830","0830","0830","0830","0900","1000","0900","034","78","126.91640246764291","37.586659848736","2021-08-20 17:21:58.0"
"C1100299","서울특별시 성북구 동소문로 66 (동소문동3가)","2014.05 개업","성신여대3번출구삼선교하이마트쪽으로100M","큰사랑약국","02-922-9721","1800","1800","1800","1800","1800","1300","2030","1800","0900","0900","0900","0900","0900","0900","1000","0900","028","60","127.01293969107101","37.591399131364895","2021-08-20 17:21:58.0"
"C1107095","서울특별시 동작구 상도로 346 우일빌딩 2층 (상도동)","2014.05 개업","숭실대입구역 2번 출구","큰사랑약국","02-826-8976","2000","2000","2000","2000","2000","1600","2030","1800","0900","0900","0900","0900","0900","0900","1000","0900","070","33","126.9520605768","37.4976105038","2021-08-20 17:21:58.0"
"C1100300","서울특별시 송파구 동남로 211  (가락동)","2014.05 개업","극동아파트육교앞","큰사랑약국","02-448-8450","2000","2000","2000","2000","2000","1700","2030","1800","0900","0900","0900","0900","0900","0900","1000","0900","058","20","127.1312551541038","37.49634673042465","2021-08-20 17:21:58.0"
"C1100100","서울특별시 구로구 구로동로26길 119 1층 (구로동 정엽빌딩)","2014.05 개업","극동아파트육교앞","큰사랑약국","02-865-1862","1900","1900","1900","1900","1900","1600","2030","1800","0830","0830","0830","0830","0830","0830","1000","0900","083","12","126.89061889948681","37.49006973323823","2021-08-20 17:21:58.0"
"C1104646","서울특별시 은평구 서오릉로 149 (구산동)","2014.05 개업","은평연세병원효요양병원1층","큰사랑온누리약국","02-356-3393","1800","1800","1800","1800","1800","1600","2030","1800","0900","0900","0900","0900","0900","0830","1000","0900","034","12","126.91625233270389","37.61159862844002","2021-08-20 17:21:58.0"
"C1102104","서울특별시 은평구 연서로 12 청암빌딩 (역촌동)","2014.05 개업","은평연세병원효요양병원1층","큰솔약국","02-383-8869","2030","2030","2030","2030","2030","2030","2100","2100","0900","0900","0900","0900","0900","0900","1000","1000","034","09","126.91642815071378","37.60012428870997","2021-08-20 17:21:58.0"
"C1107273","서울특별시 강남구 선릉로 26 1층 일부","2014.05 개업","은평연세병원효요양병원1층","큰약국","02-578-8767","1800","1800","1800","1800","1800","2030","2100","2100","0900","0900","0900","0900","0900","0900","1000","1000","063","25","127.06147906052005","37.48225106521185","2021-08-20 17:21:58.0"
"C1109150","서울특별시 영등포구 신길로28길 9 B1층 1호 (신길동 힐스테이트 클래시안)","2014.05 개업","은평연세병원효요양병원1층","클래시안약국","02-6368-7490","1900","1900","1900","1900","1900","1400","1300","2100","0900","0900","0900","0900","0900","0900","0900","1000","073","88","126.911013971197","37.5033347725791","2021-08-20 17:21:58.0"
"C1102512","서울특별시 서대문구 연희로 117","2014.05 개업","은평연세병원효요양병원1층","클로버약국","02-325-6597","1900","1900","1900","1900","1900","1400","1300","2100","0900","0900","0900","0900","0900","0900","0900","1000","037","08","126.93192668799017","37.568329203786725","2021-08-20 17:21:58.0"
"C1100303","서울특별시 중랑구 사가정로49길 49 1층 (면목동)","2014.05 개업","은평연세병원효요양병원1층","클로버팜약국","02-434-7184","1800","1800","1800","1800","1800","1300","1300","2100","0830","0830","0830","0830","0830","0830","0900","1000","022","21","127.08671846611776","37.58321580446171","2021-08-20 17:21:58.0"
"C1100304","서울특별시 강서구 강서로47가길 6","2014.05 개업","은평연세병원효요양병원1층","키즈약국","02-2661-8158","1800","1800","1800","1800","1800","1400","1300","2100","0830","0830","0830","0830","0830","0830","0900","1000","076","39","126.83548167763291","37.55246566396823","2021-08-20 17:21:58.0"
"C1102513","서울특별시 송파구 올림픽로 240","2014.05 개업","은평연세병원효요양병원1층","키즈플러스약국","02-411-0187","2030","2030","2030","2030","2030","2030","2000","2100","0930","0930","0930","0930","0930","0930","0930","1000","055","54","127.09809568539018","37.5111981052812","2021-08-20 17:21:58.0"
"C1102434","서울특별시 서초구 잠원로 69 1층 (잠원동킴스클럽)","2014.05 개업","킴스클럽 강남점 1층/","킴스약국","02-537-5716","2200","2200","2200","2200","2200","2200","2000","2200","0930","0930","0930","0930","0930","0930","1000","0930","065","11","127.0071934462","37.5098628752","2021-08-20 17:21:58.0"
"C1102504","서울특별시 동대문구 휘경로3길 4 이문동빌딩 1층 (이문동)","2014.05 개업","킴스클럽 강남점 1층/","킴스팜대보약국","02-962-9366","1930","1930","1930","1930","1930","1530","2000","2200","0900","0900","0900","0900","0900","0900","1000","0930","024","20","127.06240580302957","37.595821628513164","2021-08-20 17:21:58.0"
"C1108530","서울특별시 은평구 통일로 855-8 연신내진원와이타운 102호 (갈현동)","2014.05 개업","킴스클럽 강남점 1층/","타운약국","02-356-8647","2100","2100","2100","2100","2100","2100","2000","2200","1000","1000","1000","1000","1000","1000","1000","0930","033","30","126.92020369226111","37.619123356553686","2021-08-20 17:21:58.0"
"C1108851","서울특별시 성동구 상원1길 26 서울숲A타워 109호 (성수동1가)","2014.05 개업","킴스클럽 강남점 1층/","타워약국","02-6077-7142","2000","2000","2000","2000","2000","2100","2000","2200","0830","0830","0830","0830","0830","1000","1000","0930","047","79","127.048432321547","37.546194350143","2021-08-20 17:21:58.0"
"C1102889","서울특별시 중구 퇴계로 447 B동 318호 (황학동 황학 아크로타워)","2014.05 개업","황학아크로타워 B동 3층 318호","타워약국","02-2235-1876","1900","1900","1900","1900","1900","1400","2000","2200","0800","0800","0800","0800","0800","0800","1000","0930","045","75","127.02159124683686","37.56588374192652","2021-08-20 17:21:58.0"
"C1100541","서울특별시 중랑구 봉화산로 194 710호 (신내동 신아타운)","2014.05 개업","신아타운","타워약국","02-3423-2077","1900","1900","1900","1900","1900","1400","2000","2200","0900","0900","0900","0900","0900","0900","1000","0930","020","76","127.09470916744013","37.606415596807715","2021-08-20 17:21:58.0"
"C1104812","서울특별시 영등포구 63로 36","2014.05 개업","신아타운","타워약국","02-769-1505","1900","1900","1900","1900","1900","1400","1800","1800","0830","0830","0830","0830","0830","0830","1200","1200","073","45","126.93861262607845","37.51941940673789","2021-08-20 17:21:58.0"
"C1100542","서울특별시 구로구 디지털로 288 1층 104호 (구로동 대륭포스트타워1차)","2014.05 개업","대륭포스타타워건물1층","타워약국","02-868-3878","2000","2000","2000","2000","2000","1300","1800","1800","0900","0900","0900","0900","0900","0900","1200","1200","083","90","126.8955009574","37.4835687568","2021-08-20 17:21:58.0"
"C1107344","서울특별시 강북구 도봉로 358 2층 201호 (번동 코스타타워)","2014.05 개업","대륭포스타타워건물1층","타워온누리약국","02-903-7578","2000","1900","2000","1900","1900","1600","1800","1800","0830","0830","0830","0830","0830","0830","1200","1200","010","63","127.02747302780966","37.63913461931188","2021-08-20 17:21:58.0"
"C1108221","서울특별시 강남구 선릉로 431 에스케이허브오피스텔 1층 (역삼동)","2014.05 개업","대륭포스타타워건물1층","타임약국","02-539-0201","2030","2030","2030","2030","2030","1630","1800","1800","0930","0930","0930","0930","0930","0930","1200","1200","062","12","127.049105761","37.503434127300004","2021-08-20 17:21:58.0"
"C1103798","서울특별시 강남구 삼성로 707 1층(청담동청담빌딩)","2014.05 개업","청담빌딩 1층","타조약국","02-3445-0997","1900","1900","1900","1900","1900","1700","1800","1800","0900","0900","0900","0900","0900","0900","1200","1200","060","68","127.0496002823","37.5192663683","2021-08-20 17:21:58.0"
"C1100543","서울특별시 중랑구 망우로 171 1층 (중화동)","2014.05 개업","중랑교동부간선(성수대교.의정부방면)진입로근방대동빌딩1층","탑약국","02-495-9928","1830","1830","1830","1830","1700","1700","1400","1800","0900","0900","0900","1400","0900","0900","0900","1200","021","15","127.0717292400958","37.59316200962469","2021-08-20 17:21:58.0"
"C1100545","서울특별시 강동구 아리수로76길 43","2014.05 개업","중랑교동부간선(성수대교.의정부방면)진입로근방대동빌딩1층","태극약국","02-426-3696","2000","2000","2000","2000","2000","1500","1400","1800","0900","0900","0900","0900","0900","0900","0900","1200","052","19","127.1625093582563","37.56070769406598","2021-08-20 17:21:58.0"
"C1107895","서울특별시 노원구 화랑로 425-47 1층 (공릉동)","2014.05 개업","중랑교동부간선(성수대교.의정부방면)진입로근방대동빌딩1층","태능삼호약국","02-972-5343","1930","1930","1930","1930","1930","1530","1400","1800","0830","0830","0830","0830","0830","0830","0900","1200","018","61","127.0745305928","37.6181861686","2021-08-20 17:21:58.0"
"C1103172","서울특별시 노원구 공릉로 99 서울동아의원 1층 (공릉동)","2014.05 개업","태릉입구역 5번출구 10분거리","태능약국","02-971-0601","2000","2000","2000","2000","2000","1700","1400","1800","0900","0900","0900","0900","0900","0900","0900","1200","018","49","127.0781787786728","37.619088399761985","2021-08-20 17:21:58.0"
"C1102506","서울특별시 영등포구 신길로 157 1층 (신길동)","2014.05 개업","태릉입구역 5번출구 10분거리","태령약국","02-832-0514","2100","2100","2100","2100","2100","2100","2000","2000","0800","0800","0800","0800","0800","0830","0900","0900","073","87","126.91085517892164","37.50640202793086","2021-08-20 17:21:58.0"
"C1103861","서울특별시 중랑구 중랑역로 51 태능프라자약국 1층 (중화동)","2014.05 개업","태릉입구역 5번출구 10분거리","태릉프라자약국","02-2208-0922","2200","2200","2200","2200","2200","2200","1900","1900","0830","0830","0830","0830","0830","0830","1500","1500","021","04","127.07691501944072","37.59831045072358","2021-08-20 17:21:58.0"
"C1102831","서울특별시 강동구 고덕로 131 513호(암사동롯데캐슬퍼스트상가)","2014.05 개업","롯데캐슬퍼스트상가 513호","태린약국","02-427-2949","1900","1900","1900","1900","1900","1600","1900","1900","0900","0900","0900","0900","0900","0900","1500","1500","052","36","127.143838236","37.5551679188","2021-08-20 17:21:58.0"
"C1100712","서울특별시 관악구 장군봉2길 2 (봉천동)","2014.05 개업","봉천역3번출구봉림중학교방면10M사거리","태림약국","02-882-9961","2130","2130","2130","2130","2130","1800","1900","1900","0930","0930","0930","0930","0930","1030","1500","1500","087","82","126.9401444382949","37.48238163657538","2021-08-20 17:21:58.0"
"C1107894","서울특별시 강동구 천호대로 1012 1층 (성내동)","2014.05 개업","천호역 7번 출구","태승온누리약국","02-488-7817","1300","1300","1300","1300","1300","1800","1900","1900","0900","0900","0900","0900","0900","1030","1500","1500","053","78","127.12415405819999","37.5380965152","2021-08-20 17:21:58.0"
"C1100715","서울특별시 도봉구 시루봉로15길 36 (방학동)","2014.05 개업","안방학동새말(어린이)놀이터앞만물마트맞은편","태양당약국","02-3493-0664","2100","2100","2100","2100","2100","2100","1800","1900","0900","0900","0900","0900","0900","0900","1100","1500","013","14","127.032022222222224","37.668641666666666","2021-08-20 17:21:58.0"
"C1100716","서울특별시 관악구 국회단지길 10 1층 (봉천동)","2014.05 개업","봉일시장국회단지입구","태양당약국","02-883-2176","2100","2100","2100","2100","2100","2100","1800","1800","0800","0800","0800","0800","0800","0800","1100","0800","087","16","126.93956662383972","37.486670142387474","2021-08-20 17:21:58.0"
"C1100721","서울특별시 강남구 압구정로 150","대표번호1 지역번호 추가20170118150453","신운빌딩 110호","태양약국","02-3442-4492","2030","2030","2030","2030","2030","2030","1800","1800","0900","0900","0900","0900","0900","0900","1000","0800","060","30","127.02548644268566","37.525409623089615","2021-02-20 17:21:54.0"
"C1100025","서울특별시 강동구 양재대로 1637 105호(명일동)","2014.05 개업","1층 56호","태양약국","02-3427-0652","2100","2100","2100","2100","2100","2100","1800","1800","0900","0900","0900","0900","0900","0900","1100","0800","052","57","127.1438225402","37.5517117126","2021-08-20 17:21:58.0"
"C1103809","서울특별시 구로구 경인로 191 (오류동)","2014.05 개업","오류동역 버스정류장 근처 (경인로)","태양약국","02-2685-1017","2200","2200","2200","2200","2200","2200","2200","2200","0900","0900","0900","0900","0900","0900","1000","1000","082","69","126.8422832423378","37.495594900295096","2021-08-20 17:21:58.0"
"C1100718","서울특별시 도봉구 도봉로 479 (쌍문동)","2014.05 개업","쌍문역3.4번출구중간횡단보도앞(신도봉중학교입구)","태양약국","02-902-0682","2100","2100","2100","2100","2100","2200","2200","2000","0900","0900","0900","0900","0900","0900","1600","0900","014","43","127.034324999999996","37.648616666666669","2021-08-20 17:21:58.0"
"C1103171","서울특별시 강서구 등촌로13길 31 (화곡동)","2014.05 개업","쌍문역3.4번출구중간횡단보도앞(신도봉중학교입구)","태양약국","02-2651-9504","2200","2200","2200","2200","2200","2200","2200","2000","1000","1000","1000","1000","1000","1000","1000","0900","077","40","126.86149027353191","37.535417194442594","2021-08-20 17:21:58.0"
"C1107658","서울특별시 노원구 덕릉로 773 상계이씨빌딩 1층 (상계동)","2014.05 개업","쌍문역3.4번출구중간횡단보도앞(신도봉중학교입구)","태양프라자약국","02-934-4727","2000","2000","2000","2000","2000","1500","2200","2000","0900","0900","0900","0900","0900","0900","1000","0900","016","40","127.0778248248462","37.66634705044976","2021-08-20 17:21:58.0"
"C1100700","서울특별시 구로구 새말로 89 108109호 (구로동)","2014.05 개업","신도림테크노마트근처(태영아파트상가)","태영약국","02-858-5597","2000","2000","2000","2000","2000","1600","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","082","88","126.88981786413167","37.505573364840274","2021-08-20 17:21:58.0"
"C1100777","서울특별시 구로구 경인로59길 8 (신도림동)","2014.05 개업","신도림동태영프라자1층(대림이편한세상A6차옆)","태영프라자약국","02-2068-5733","2000","2000","2100","2100","2000","1700","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","082","10","126.8834263478","37.5063925667","2021-08-20 17:21:58.0"
"C1109070","서울특별시 마포구 희우정로12길 16 2층 (망원동)","2014.05 개업","신도림동태영프라자1층(대림이편한세상A6차옆)","태이린한약국","02-6949-2579","2000","1900","1900","1900","1900","1900","1300","1900","0900","1100","1100","1100","1100","1100","0900","1100","040","17","126.903881038373","37.5536338063104","2021-08-20 17:21:58.0"
"C1100780","서울특별시 관악구 쑥고개로 126-1 (봉천동)","2014.05 개업","관악구보건소바로옆/5517버스정류장앞","태창온누리약국","02-889-6599","2200","2200","2200","2200","2200","2130","1300","1900","0900","0900","0900","0900","0900","0930","0900","1100","088","32","126.95048081184679","37.47872832413235","2021-08-20 17:21:58.0"
"C1103535","서울특별시 은평구 응암로 235  (응암동)","2014.05 개업","응암5거리에서서부병원족으로500미터","태평양리드팜약국","02-307-7003","2130","2130","2130","2130","2130","2130","1300","1900","0830","0830","0830","0830","0830","0830","0900","1100","034","57","126.91760916677727","37.59301449720788","2021-08-20 17:21:58.0"
"C1103288","서울특별시 금천구 금하로25길 1 (시흥동)","2014.05 개업","은행나무사거리","태평양약국","02-808-9300","2200","2200","2200","2200","2200","2200","1300","1900","0900","0900","0900","0900","0900","0900","0900","1100","085","74","126.90898465125352","37.4512883529295","2021-08-20 17:21:58.0"
"C1103169","서울특별시 강서구 등촌로 71 1층 (등촌동)","2014.05 개업","은행나무사거리","태평양약국","02-2652-7214","2000","2000","2000","2000","2000","1500","1300","1900","0800","0800","0800","0800","0800","0800","0900","1100","077","34","126.8632082594","37.5363958809","2021-08-20 17:21:58.0"
"C1102931","서울특별시 광진구 자양로 48 1층 (자양동)","2014.05 개업","잠실대교 북단 2호선 구의역 4번출구 도보7-8분","태평양약국","02-444-2539","2000","2000","2000","2000","2000","1800","1300","1900","0900","0900","0900","0900","0900","0900","0900","1100","051","12","127.08574538800019","37.53235703311714","2021-08-20 17:21:58.0"
"C1103074","서울특별시 관악구 남부순환로 1591 1층 (신림동)","2014.05 개업","신림역5번출구전방50m1층","태평양약국","02-878-5109","2130","2130","2130","2130","2130","2200","2130","2130","1930","1930","1930","1930","1930","0900","1730","0930","087","59","126.9273800926249","37.48423055823476","2021-08-20 17:21:58.0"
"C1108919","서울특별시 동작구 사당로 227 1층 (사당동 태평약국)","2014.05 개업","신림역5번출구전방50m1층","태평양약국","02-3477-9477","1930","1930","1930","1930","1930","1530","2130","2130","1030","1030","1030","1030","1030","1030","1730","0930","070","04","126.973199153326","37.4837584335129","2021-08-20 17:21:58.0"
"C1100696","서울특별시 마포구 홍익로 1 1층 (서교동)","2014.05 개업","홍대정문바로앞 1층","태평양약국","02-322-8344","2400","2400","2400","2400","2400","2400","2400","2400","0900","0900","0900","0900","0900","0900","0900","0900","040","40","126.92396827695117","37.552848809367106","2021-08-20 17:21:58.0"
"C1102408","서울특별시 구로구 경서로 6 (고척동)","2014.05 개업","개봉사거리에서고척초교방향","태평양약국","02-2684-2324","1900","1900","1900","1900","1900","1400","2400","2400","0830","0830","0830","0830","0830","0830","0900","0900","082","26","126.8569273303","37.4980309489","2021-08-20 17:21:58.0"
"C1108912","서울특별시 서초구 중앙로 582 103호 (우면동 서초타워)","2014.05 개업","개봉사거리에서고척초교방향","태평양약국","02-575-7220","2000","2000","2000","2000","2000","1300","2400","2400","0830","0830","0830","0830","0830","0900","0900","0900","067","67","127.015322015783","37.4571440849623","2021-08-20 17:21:58.0"
"C1100698","서울특별시 송파구 석촌호수로 100 (잠실동)","2014.05 개업","개봉사거리에서고척초교방향","태평양약국","02-2202-0949","2200","2200","2200","2200","2200","2200","2100","2100","0900","0900","0900","0900","0900","0900","1000","1000","055","66","127.0879975142","37.5079021668","2021-08-20 17:21:58.0"
"C1100694","서울특별시 중랑구 망우로 413 삼영빌딩 (망우동)","2014.05 개업","장스병원옆(전자랜드맞은편)","태평양약국","02-438-6250","2100","2100","2100","2100","2100","1900","1900","1800","0900","0900","0900","0900","0900","0900","0900","0900","020","73","127.09819629656062","37.59964280982164","2021-08-20 17:21:58.0"
"C1103168","서울특별시 성북구 보국문로16길 31","2014.05 개업","정릉4동 외환은행 옆","태평양약국","02-919-2525","2200","2200","2200","2200","2200","2000","2000","2000","0830","0830","0830","0830","0830","0830","0830","0830","027","17","127.00911437309912","37.611420159245554","2021-08-20 17:21:58.0"
"C1100690","서울특별시 도봉구 노해로69길 25","2014.05 개업","창동역1번출구노원세무서앞 1층","태평양약국","02-999-5006","2100","2100","2100","2100","2100","2100","2000","2100","0900","0900","0900","0900","0900","0900","0830","0900","014","14","127.05055793272818","37.653539967538045","2021-08-20 17:21:58.0"
"C1103048","서울특별시 은평구 통일로 863 (갈현동)","운영시간 확인 요청 하였으나 답변거부 18.09.10","연신내역7번출구전방50m","태평양약국","02-383-1178","2030","2030","2030","2030","2030","1800","2000","2100","0900","0900","0900","0900","0900","0900","0830","0900","033","30","126.9199943028","37.6200314103","2021-08-20 17:21:58.0"
"C1102429","서울특별시 양천구 신월로 314 1층 (신정동)","2014.05 폐업 후 개업","신정네거리역3번출구에서5분거리","태평양온누리약국","02-2652-9007","2130","2130","2130","2130","2130","2130","2100","2100","0830","0830","0830","0830","0830","0830","0900","0900","080","82","126.85589659185563","37.521257570577134","2021-08-20 17:21:58.0"
"C1102411","서울특별시 성동구 아차산로7길 2 (성수동2가)","2013.10 폐업 후 개업","2호선성수역1번출구전방100M","태화약국","02-465-4971","1300","1300","1300","1300","1300","2130","2100","2100","0900","0900","0900","0900","0900","0830","0900","0900","047","94","127.05430233972982","37.54537170229283","2021-08-20 17:21:58.0"
"C1107779","서울특별시 송파구 송파대로 167 문정역테라타워 A동 216호 (문정동)","2013.10 폐업 후 개업","2호선성수역1번출구전방100M","테라약국","02-2054-3869","2000","2030","2000","2030","2000","1430","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","058","55","127.1209313822","37.4846631223","2021-08-20 17:21:58.0"
"C1100827","서울특별시 양천구 목동서로 389 101호(신정동테마상가)","2013.10 폐업 후 개업","테마상가 101호","테마프라자약국","02-2642-4487","2100","2100","2100","2100","2100","1800","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","080","93","126.86120078510564","37.515803847068895","2021-08-20 17:21:58.0"
